replicate	accuracy	baseline_accuracy	exact_sequence_rate	baseline_time_s	adaptive_time_s	wall_clock_speedup	target_call_speedup	optimistic_parallel_speedup	accepted_drafts
1	0.7109375	0.7057291666666666	0.9348958333333334	3148.430032905191	3022.779855089262	1.0415677567800314	1.2881640639421124	1.1033333283673188	15406
2	0.7109375	0.7057291666666666	0.9348958333333334	3109.673113689758	2994.9335403889418	1.038311225191967	1.2881640639421124	1.0997436297133427	15406
